benchmark,YalSAT-DDFW,TaSSAT-LiWeT,UBCSAT-DDFW,YalSAT-prob 
1bda6f076bbed75ed4250946919446a6-mp1-squ_any_s09x07_c27_sinx_UNS.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
be9b30f673ba291ff32df3d82d3ec642-mod3block_2vars_10gates_u2_autoenc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7162f7f1e18ff7e3010af4ca4396bd4e-E04N18.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
83dc8f675657b3e6d148ef5cf897fb82-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b0bcf2b116a4c68ddd1467dd30c8a98f-ak064paralparalisc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fafa6275472dea1bb5f0be630c0b1a9d-pbl-00060.shuffled-as.sat05-1313.shuffled-as.sat05-1313.cnf.xz,TIMEOUT,1.71,TIMEOUT,0.01
997f40a6afd8054e3d6a84dfb65ef157-g2-test_v7_r7_vr5_c1_s14675.smt2-cvc4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
57c305967b30c503da1737258e6cc7e5-6s20-sc2013.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2db411a0737a4a9eba4d9b68541e0ce7-test_v3_r3_vr10_c1_s24300.smt2-stp212.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4f76257bbc58d6d57930cecae506e4f9-traffic_3b_unknown.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d3417314c36fa797e3e4a1949fbadf83-e_rphp055_04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a640094d94cc439c9c15ebbf987f330a-SAT_instance_N=33.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3eba104ff274aa7b0e13dafc2f7418ed-SGI_30_70_23_60_5-dir.shuffled-as.sat03-160.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ceb5d167122408378a3e3f437a80e139-IBM_FV_2004_rule_batch_26_SAT_dat.k90.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
901dfaac739b6cb18711faac9f5b909d-queen12_12.col.12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b4a4418b8d0dfc1a33b1be87f13d0609-pbl-00200.shuffled-as.sat05-1319.shuffled-as.sat05-1319.cnf.xz,TIMEOUT,5.69,TIMEOUT,123.87
c78487f5561b494a5f20ac072978a14e-cmu-bmc-longmult13.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9276ce38c625b2d00de247f8588f1542-combined-crypto1-wff-seed-102-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
57b478982ee9aba245ba792452b18fe3-VanDerWaerden_pd_2-3-22_462.cnf.xz,102.8,61.51,123.34,705.48
53463611103e9b4523eef1d9b5b0f105-DLTM_twitter405_71_12.cnf.xz,638.09,188.39,2754.25,TIMEOUT
99e0a9b26bd19223b7cc7d60ee179565-gensys-ukn002.sat05-2744.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8aa8fac9f1e094ea4c30a40450c04c3a-sokoban-p16.sas.ex.19-sc2016.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0d469f1798ea769cf279c9ae32fda704-ferry8_v01a.shuffled-as.sat05-4073.cnf.xz,0.01,0.01,0.05,0.2
5d7d18cfa2b71bbf56c11f2fdfbd6873-TT7F-34-27.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
24085934701c1459db776550a3584376-shuffling-1-s57793011-of-bench-sat04-724.used-as.sat04-737.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4a208e84509d3715094eed49ff3b5ec3-modgen-n200-m90860q08c40-12992.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5a3a1ff21d987a42f3500e5235019f8e-mod2c-3cage-unsat-9-1.shuffled-as.sat05-2548.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d3b20f54794720fa87a76702af8f75fb-CNP-5-400.cnf.xz,3.78,3.82,2.66,1.37
5ad184dd9c27e104394c8004e5767da9-rbsat-v945c61409gyes10.cnf.xz,603.43,67.29,1810.04,3.19
f59dd3016fb4352fe812aaf6b4dc020b-170059722.cnf.xz,4.05,3.4,9.94,39.64
0f877a1f984f35fdfdce011cb7152123-bvurem_20.smt2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
dfd9b76f40c4cc67e4844f12ca885c71-dp10s10.shuffled.cnf.xz,17.8,TIMEOUT,245.47,TIMEOUT
02cfa5a71b5c89a1b10b5f5a5221ed05-clauses-8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c7a473fd916048e8d98f012294074328-edit_distance023_283.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4a78e8278caab52d8a1edef308f1ef56-atco_enc1_opt2_10_12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9196594e4dbb4453d4e9247757e584f7-fclqcolor-10-07-07.shuffled-as.sat05-1266.cnf.xz,0.09,0,0.01,0
2c11a54b97218c0c939a626245bba86a-c9bidw_i.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7143d6509c168869ea1d86638c9ca262-rphp4_095_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e9208e0d4e5d4e53c77bedc34a0d4b69-c10nidw_i.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a728101c7a4bd104b7cb8f62f6d60948-gt-045.shuffled-as.sat05-1298.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5c316aee257edaeb78a52498eeb3d5bd-rand_net70-30-5.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
17eaed68dbdd4c7458eead7ae07364c4-sgen3-n240-s78945233-sat.cnf.xz,23.41,93.03,77.25,2.23
b07bf3d683ea059006a334a1ebd8275e-mp1-blockpuzzle_7x10_s7_free8.cnf.xz,60.45,2.32,52.21,346.3
b3d97188831c8d1d969e8fdaf64c9358-gus-md5-15.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
24706f6663f0524f28b62e0c8b6abf1e-ferry9.shuffled-as.sat03-386.cnf.xz,3.03,0.19,3.45,1.04
9a85720c365680d985924c786fabad81-newpol29-4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
08c21a3bc091abcb67b883061e2381c9-mm-2x3-8-8-sb.1.shuffled-as.sat03-1504.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2c3c28f6d939d157e909c57a265fc908-mchess_17.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8f75be103e4c3c7de2111e64f2d022a2-manol-pipe-c9nidw_s.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6751a2e39de2e654aab548e038702878-gensys-brn009.shuffled-as.sat05-2753.cnf.xz,0.15,0.03,0.04,0.01
56438fbbe8c1ec5d950209885cdd2b99-mp1-9_24.cnf.xz,2.56,142.42,TIMEOUT,423.58
19a72fc66cf0e46348b0f17aa5550225-manthey_DimacsSorterHalf_37_3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a457b9542414214b9daa00381d3155f5-ASG_72_keystream76_1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a17efb89fadde5be43b05cf36181f6ba-sdiv30prop.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c7895e19a65245baf11a13686d1710ca-CNP-5-600.cnf.xz,2.74,2.41,2.62,10.37
5a2dbbe1331ef5f53d8eb11ed5db7b88-Mickey_out250_known_last146_0_u.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f49b4e156989d5a8105daa4f091f6d1c-sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c757e31fd7b036b2143215fd4bc62557-gt-060.shuffled-as.sat05-1300.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
16d83e40878ebec355597e0edb0e0c72-w19-5.1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
421961af41f33ec0e116e482dcd82b3a-hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
97c314378979f918e573e385497a4ed3-qg4-8.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
62f753ca44d2d8d952c2dd952640409b-tseitingrid6x160_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c261941bfec8b89d75fee1a66a839169-manthey_single-ordered-initialized-w48-b9.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
276fe9730ff09cafd8c59f44c9c61b4d-full-bf-ga-9-ce.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
be805e2615367977aa2ef37681a01956-e_rphp096_04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9a32ea1cc1f83e6c23ba8b55c3df519a-mrpp_8x8#12_10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3c255310f646b722a58caaa6ebd7cf20-fdmus_b21_242.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3faeca5c2ebe548a69b7f739f68e3290-rnd-v25-e217-k10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
694a5a54fd830b1b8ac82484241cf5e2-dlx2_aa.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a41059478281d163424278c3e9720444-ferry8.shuffled-as.sat03-384.cnf.xz,0.94,0.08,2.22,8.27
a2fe3213d50b3bc297e3f7606c921128-mp1-blockpuzzle_9x9_s1_free9.cnf.xz,9.26,5.32,5.84,168.85
43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
43ab89a80621cd13eb8ff63018876fad-srhd-sgi-m27-q225-n25-p30-s70617701.cnf.xz,30.47,1.3,89.04,15.68
ffcb62adf655b6b55f0af0f2c238c075-gensys-ukn002.shuffled-as.sat05-3501.cnf.xz,3.05,0.1,1.75,0.5
3728eb69fc6046897251cc33e0b25a5a-sokoban-p20.sas.ex.23-sc2016.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b1c4bf432b8110eca82739bff3337730-9vliw_m_9stages_iq3_C1_bug10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2e058841373f34cc47d8dec927fd1796-blocks-blocks-36-0.150-NOTKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6aacbcd0a95d51eafca1a22f43f25e82-logistics-rotate-06t5.shuffled-as.sat05-1136.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
af66c2b2ff8a9cd900d9f2f79e53f6a7-prime2209-84.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
42004e31c80a3eafcc6b3e09b3b42ca7-T125.2.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8ce5c7def256797660d94fe1326a2cf8-modgen-n200-m90860q08c40-9056.cnf.xz,37.1,2.62,60.16,408.68
21df67ed55311eec689fea8c1be9d266-hcp_d12_12.cnf.xz,TIMEOUT,1012.08,TIMEOUT,TIMEOUT
3569f831ea2326b7b5298998f0f4d079-shuffling-2-s928541943-of-bench-sat04-316.used-as.sat04-600.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e465fa1c262b019c7ac01a5fd53e911b-mrpp_8x8#22_11.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
128fdc03329b57efb97c3cdf6ed7e35d-10pipe_k.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4ca24eacb14a3f2b898e900f3b1b6862-dp04u03.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ecca77b5350eca6a4323edd5b38208c6-004.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d300afa4964372ff13bdb23f5d938bd0-w10_70.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e122841a6aedde3c61b62d2522d90a04-E05F20.cnf.xz,1905.66,2215.04,524.79,TIMEOUT
ca42f722a9523776454f8eb6ec9bce69-manthey_single-ordered-initialized-w12-b6.cnf.xz,TIMEOUT,0.14,TIMEOUT,245.12
31bf61072f6e11808e8743a1c8a048eb-rope_7500.shuffled-as.sat05-463.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c7e7cd9a36c6ebeba57a8719cf82e376-UCG-20-5p0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
76951f9f14004331d8c6f80e1c56bfd9-Urquhart-s4-b2.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7101289c67f4c4ba117ad06ebb7d18a0-6s184.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
40a56bb4dd589de1da70855f3dbf8b0a-gss-25-s100.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
efc2fb75d8a1ddd83bbacda1ad37e1fc-289-unsat-17x27.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3be5e51c21f29f63eba4501a962493ee-sted5_0x0-60.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5e5329ff305e45be0549ce7f4638965f-rnd-v25-e87-k10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f9b480459e7fa49c4a82fb79e80e1a86-EDP3-19000.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8924fd8ff845dfbe1e0970f3476328d7-hwb-n28-01-S136611085.shuffled-as.sat05-491.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5c91f71edec5d204861231e047cf3c51-cube-9-h11-sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
939b868968d6b8b5fc8408e78e8645e5-uts-l06-ipc5-h31-unknown.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
760d32fe356e344f46a97fed6f51687b-abw-N-bcsstk07.mtx-w44.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a768b58c4ded38710e4b2345c4b413fb-dated-5-19-s.cnf.xz,TIMEOUT,144.13,TIMEOUT,TIMEOUT
2ff3034dc56f3211bd92c674ea5fbc3b-fclqcolor-14-08-09.shuffled-as.sat05-1276.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
83c4a55772eb377fd79b42d8510db31f-ecarev-110-1031-23-40-5.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
589d0638f62f37959e4c6fe504a34ca3-dp05u04.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c83778814ed6773971ae0a40bc353ca2-9vliw_m_9stages_iq3_C1_bug5.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1c7b5b34e3382e001cda8534cd375694-mod5block_2vars_12gates.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ee0c230d2660c20292a9a44bcef11b5a-gensys-brn008.shuffled-as.sat05-2685.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
efed5fc1cfe3f6c3627711513330aa77-homer16.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3f9eb8a80e0cf6795a1d18befc27358c-glassy-sat-sel_N210_n.shuffled.cnf.xz,42.84,2.38,115.1,858.25
f342b024d22dddb1282132c60c1d1f35-satsgi-n19himBHm22-p0-q181.cnf.xz,0,0,0.01,0
98573564bc4cf6f6f39439fc00f440b2-g2-slp-synthesis-aes-top28.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3aad7c1ad4a55fb3d2ea15555237b1f5-rand_net70-40-5.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
11a42df04104fd8d295bad95caa0066b-mod3block_4vars_12gates_b2_restricted.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9e469bffc3f862d6321d84a4ef83969c-edit_distance019_312.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3d8151c9302fa773ccb30d7abfb127b8-partial-10-11-s-sc2007.cnf.xz,TIMEOUT,228.1,TIMEOUT,TIMEOUT
8063f1a73972178c67f29801ae463143-q_query_3_l38_lambda.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6e750852ac51df3a33499533ba056aed-rnd-v25-e188-k11.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
010c9d7a6e9e6cac63f110915d9dd56e-3col60_5_9.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7e0a9339b351e86b005639b66e342fff-gensys-icl005.shuffled-as.sat05-2717.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e5804263beffcde7211d570ea06516f2-c6n_s.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
02066c116dbacc40ec5cca2067db26c0-mrpp_4x4#12_12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b6fee10cb9e4834fab599f6e9a25620c-ae_rphp075_04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
55113d3365817fba844afdd0fbdfd1cb-mod2-3g14-sat.shuffled-as.sat05-2141.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
11bcf7c66059e936eb972ef712c13d99-course_flat_0.12_2018_3_5.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e0b82874ce0da6939cad4987cd312d42-ccp-s9-facto2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
287319f0d6af6ed0fc9a781c0d59b156-hgen3-v350-s524562458.shuffled-as.sat03-1688.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
493c5c89da9da639a1c05632dbe8b7c9-rbsat-v1150c84314gyes5.cnf.xz,4213.06,641.62,1974.84,98.79
f599667a61538108aac3eb8220084b15-tseitingrid7x190_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
654b8939521483a797023f342e857b7a-SAT_instance_N=85.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8baa990595b90ab779c1e3f028965099-mrpp_4x4#6_20.cnf.xz,1452.73,80.91,2324.52,TIMEOUT
dc03ec853bd1f1e85e7d6fc0d3090917-c9idw.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
55b4193cd499ccfce7d0c8ccda94c015-connm-ue-csp-sat-n600-d-0.04-s1138027697.used-as.sat04-972.cnf.xz,58.16,38.3,649.02,11.58
311c1ad79b201405eee7bc96827c75e6-hgen3-v350-s1711636364.shuffled-as.sat03-1687.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
53742d5ab42c7dcc531c21faceb25cea-php-012-011.shuffled-as.sat05-1186.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3454285436b59c94031a9d8831dae833-atco_enc1_opt2_10_16.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1579a7daa06a82cb38610c06d20cb69b-snw_16_8_nopre-sc2016.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bde3aa8e83bd37b93d8090cd1ee204a1-battleship-14-27-sat.cnf.xz,0,0,0.01,0.2
0c945ea640ceb4c2f80463f7930ccb89-bart19.shuffled.cnf.xz,0,0,0,0
cb81840aec2135ccd4e4408ab10cdbbb-prime2209-69.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9b07f26e517e145e6861109093da7b50-mod2-rand3bip-sat-300-3.shuffled-as.sat05-2295.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5a9ce84a8725164c40c90d2eb420bad9-sted5_0x0_n90-157.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b92da089547b899d7ad0919a255aeb14-php-060-048.shuffled-as.sat05-1183.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4afe58f1411a91caffdaf28eb24db279-g2-ak128modbtbg1asaig.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a37b83b23f52f6ebd06c5769584a4b3e-hsat_vc11803.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a2392859bd6719021ced9756c30c8933-c499_gr_2pin_w5.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f350bc734f31fafaa5f372e338c09a33-si2-m4Dr2-m256-08.cnf.xz,TIMEOUT,2738.86,TIMEOUT,TIMEOUT
af7abe09efcfe07801df58765552a50c-c6n.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0bc5a5c4dadf09bf4d0409fc04be2337-mp1-9_9.cnf.xz,2.51,41.86,2224.11,59.79
0a4b9ce30540d2103d65e44994d206a5-pyhala-braun-sat-40-4-03.shuffled-as.sat03-1541.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8ce2b76c6b63c0c9b770a72228076709-uts-l06-ipc5-h28-unknown.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7abd6e60bdb990307bda8a2447e2128b-partial-5-19-s.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b8157b976385c78659b8a48c9fce1c3f-mp1-ps_5000_21250_3_0_0.7_0_1.45_2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5ae0187ac5442a7054a08b71b53ef8ac-test_v7_r17_vr1_c1_s30331.smt2-stp212.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4a78767c3a867d3b1b8381edb4f650ea-SGI_30_60_23_50_8-log.shuffled-as.sat03-117.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3b3a13b0a27fa28e7645fba09299d447-ex175_17-sc2018.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c63424f7bb57831af348463adc9003fa-rope_0300.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7437762a1b3016db108a632a512e2264-satellite2_v01a.renamed-as.sat05-3987.cnf.xz,0,0,0.01,0
c82988874ac228f38860bc9a47db43e8-php-040-032.shuffled-as.sat05-1180.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
16d99da4c23739000f28cc664d9794e6-shuffling-1-s37489193-of-bench-sat04-720.used-as.sat04-733.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
dce90ec780ff2118f9d1e6b6b65430fa-connm-ue-csp-sat-n600-d-0.04-s1239245797.used-as.sat04-969.cnf.xz,1869.49,36.26,2431.89,1331.32
db3be4cbdcf663dbd37f6fa58d4f6bce-genurq5Sat.shuffled-as.sat03-1511.cnf.xz,0,0,0,0
0ddf53c673ce101b55cc995a357c21f4-mulhs008.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9ea8deb8313d93e60743638909f37d6c-Circuit_multiplier29.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e263da0d376e1eea55db124c81659a08-6pipe_k.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a812d3e98a8ceb1f7a264a6fab28c12b-manthey_single-ordered-initialized-w46-b8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0398e6b20de133ba8b49c74b67dad7b7-6s133-sc2014.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
eda4aa84aeeb306468396fa82a6bba5a-pb_300_05_lb_17.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
63696f1fd3ef4ecc240080d85f0acd43-rphp5_100_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f15059d81c66447e21458057acdd7b51-manthey_DimacsSorterHalf_37_9.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1c35c510ad106bfcdbc76ff49e710ce6-ER_500_40_2.apx_0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e7736f693835ebec4ced74ad3c146e81-WS_300_24_90_10.apx_0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9d211bf33e61807416ac78dfd2798512-rbcl_xits_12_UNKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
07682e22f82f9257d44b45777ac06168-lksat-n900-m3357-k3-l5-s241765501.used-as.sat04-936.cnf.xz,0.07,0.01,0.59,0.02
964f79e4878eb131f0c370bc5d2f2a0b-abw-R-dwt__503.mtx-w64.cnf.xz,4811.49,TIMEOUT,3530.19,TIMEOUT
2dd79829405516b6add235e8fc4732b8-battleship-20-39-sat.cnf.xz,0.01,0.01,0.01,0.28
60ce5d448c988f645fb1ddbe1c3ed6f9-2013113162201nc.shuffled-as.sat03-1667.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
99fb55dfbb28f470dcbd1722536e0daa-sdiv25prop.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d57782168dd3b2a89a41180801d55d2d-sokoban-p18.sas.cr.29.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2c31104b38ad68ddd846e03ad248bcee-bob12m06.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
24c24a0c32a51ffcbc027ea07f8a086f-c10bidw_s.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
918f60dd08b616ae2a303650f1e4f503-LABS_n060_goal005.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
52a9f12c6fb938ec95923268f07d48d0-prime_200560490131.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ca127e9c9bb2ce0831d115fad4f1a776-srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf.xz,61.59,6.04,18.6,1602.32
3a07646b52c82ef8e8b024cb235ec2ae-post-cbmc-aes-ee-r2-noholes.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d02fae1e84cfbe799c792ba237f08f66-exam_flat_0.04_2018_3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
